"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"1203","Sep 15, 2018 1:43:32 pm","Sep 15, 2018 1:48:12 pm","Complete","","","English","","","1537044211_5b9d6ef3db4173.95104101","","","","62.0","1","google-2018","1","a70be572-de12-104d-858b-d22fb2be7c1f","","","","","Customizable","","","","","","Stable","","","","","","Secure","Private","","","","","","","09/15/2018","2","1","2","1","0","0","0","0","0","0","39","40","","","43","","45","","47","","","","","","","","55","","","","2","3","","5","","","","","","","","13","","15","16","17","","","4","4","4","4","4","0","12","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1204","Sep 15, 2018 1:46:17 pm","Sep 15, 2018 1:53:01 pm","Complete","","","English","","","1537044376_5b9d6f98e73ef7.74308777","","","","56.0.2","1","google","0","1c352720-e66c-4331-bb15-ce4085bdf297","","","","","Customizable","","Opensource","","Fast","","Stable","","","","","","Secure","","Efficient","Socially responsible","","","","","09/15/2018","0","0","0","0","0","0","1","1","1","0","39","40","","","43","","45","","","","","","","","","","","56","","","2","3","4","5","","7","","","","","12","13","","15","16","17","","","4","3","4","4","4","0","8","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1205","Sep 15, 2018 1:46:56 pm","Sep 15, 2018 1:47:40 pm","Partial","","","English","","","1537044416_5b9d6fc059c6d6.81521444","","","","62.0","1","google-2018","0","6e9eb903-ef34-4012-a10b-47593b38ef8a","","","","","Customizable","","","Friendly","Fast","","","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1206","Sep 15, 2018 1:49:38 pm","Sep 15, 2018 1:53:13 pm","Complete","","","English","","","1537044578_5b9d70623e7e04.20676757","","","","62.0","1","google-2018","0","7c2c3482-e97d-40dc-90e4-042da5a40e6a","","","","","","","","","Fast","","","","","","","","Secure","","Efficient","","Good reputation","","","","09/15/2018","2","1","2","1","3","0","0","2","0","0","39","","","","43","","","","","","","","","","53","","","56","","","2","3","4","5","","7","","","","","12","13","","","16","17","","","0","4","0","3","4","","4","FF only"
"1207","Sep 15, 2018 1:51:41 pm","Sep 15, 2018 1:55:59 pm","Complete","","","English","","","1537044701_5b9d70dd9b84e7.97037331","","","","62.0","1","google-2018","0","9bc73de6-6fa7-451a-9b09-fb16e11d096a","","","","","","","","","Fast","","Stable","","","","","","Secure","Private","","","","","","","09/15/2018","2","1","2","1","1","0","0","0","0","0","39","40","","","","44","","","","","","50","","","","","","","","","","3","","5","","","","","10","","","","","15","","","","","2","3","4","4","4","0","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1208","Sep 15, 2018 1:56:22 pm","Sep 15, 2018 2:00:56 pm","Complete","","","English","","","1537044982_5b9d71f654d8e2.92745102","","","","62.0","1","google-2018","0","92a0df1f-5388-492c-9959-18a3bbf4fb2f","","","","","","","","","Fast","","","","","","Simple","","Secure","","","","","","Been using for years","","09/15/2018","3","2","2","3","3","0","0","0","0","0","","40","","","","","","","","","","","","","","","55","","","","2","","","5","","","","","","","","","","","16","17","","","3","4","0","4","2","1","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1209","Sep 15, 2018 1:59:43 pm","Sep 15, 2018 2:11:31 pm","Complete","","","English","","","1537045183_5b9d72bfc66939.36189396","","","","62.0","1","google-2018","1","b113d081-e2e4-4e44-9fe6-3c00b579ae9d","","","Independent","","","","","","Fast","","Stable","","","","Simple","","Secure","","Efficient","","","","","","09/15/2018","2","0","1","1","1","0","1","0","0","0","39","40","","","43","","45","","47","","","","","","53","","","","","","2","","","5","","7","","","10","","12","13","","15","16","17","","","4","3","4","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1210","Sep 15, 2018 2:08:10 pm","Sep 15, 2018 2:17:09 pm","Complete","","","English","","","1537045690_5b9d74ba6f40b2.42831361","","","","61.0.2","1","google-2018","0","07733234-94bf-4bdf-9e66-a2360eef9762","","","","","Customizable","","Opensource","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","","","","Good reputation","","Been using for years","","09/15/2018","3","2","2","1","0","0","0","0","0","0","39","","","","43","","","","","","","","51","","","","","","","","2","","4","5","","","","","","","","13","","15","16","17","","","4","2","4","2","1","0","1","FF only"
"1211","Sep 15, 2018 2:12:30 pm","Sep 15, 2018 2:16:30 pm","Complete","","","English","","","1537045950_5b9d75be3d1f29.00515672","","","","62.0","1","google-2018","1","e03aa13f-173b-4d26-87b8-ef880923e3ef","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","","Secure","Private","Efficient","Socially responsible","Good reputation","","","","09/15/2018","3","3","3","3","2","0","0","0","0","0","39","40","","","43","","","46","","","","50","51","","53","54","55","56","","","2","","4","5","","7","","","10","","12","13","","15","16","17","","","4","2","4","4","4","0","2","FF only"
"1212","Sep 15, 2018 2:12:50 pm","Sep 15, 2018 2:13:17 pm","Partial","","","English","","","1537045970_5b9d75d2bc7233.04548843","","","","61.0.2","1","google-2018","0","ab774e98-7754-47f0-adc1-567912fde2a9","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","","Efficient","","","","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1213","Sep 15, 2018 2:14:43 pm","Sep 15, 2018 2:18:23 pm","Complete","","","English","","","1537046083_5b9d7643a7e605.43294204","","","","60.0.2","0","google-2018","1","6c67d1f5-d3fd-1048-8cdd-29ec4b91a47c","","","Independent","","Customizable","","","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","","Efficient","Socially responsible","Good reputation","","Been using for years","","09/15/2018","3","3","2","3","3","0","0","0","0","0","39","40","","","43","","","","","","","50","","","53","","","","","","2","3","4","5","","7","","9","10","","","","","15","16","17","","","4","4","4","4","4","6","6","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1214","Sep 15, 2018 2:17:18 pm","Sep 15, 2018 2:27:14 pm","Complete","","","English","","","1537046238_5b9d76deb544a7.82241661","","","","62.0","1","google-2018","0","df66c7df-ca8d-4cd9-83a8-56718fa66063","","","","","Customizable","","","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","Good reputation","","","","09/15/2018","2","2","3","2","1","0","0","0","0","0","39","40","","","43","","","","","","","","","","","","","","","1","2","","4","5","","7","","","","","12","","","15","16","17","","","0","2","3","4","4","0","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1215","Sep 15, 2018 2:20:29 pm","Sep 15, 2018 2:24:50 pm","Complete","","","English","","","1537046428_5b9d779ce06f29.15759034","","","","62.0","1","google-2018","1","89067e02-13d0-4163-a10e-2e2cef210895","","","","","","","","","","","","","","Easy to find","","","Secure","Private","Efficient","","","","","","09/15/2018","3","3","3","3","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","13","","","","17","","","3","4","4","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1216","Sep 15, 2018 2:24:11 pm","Sep 15, 2018 2:29:11 pm","Complete","","","English","","","1537046650_5b9d787af0b714.79004601","","","","62.0","1","google","0","a9a404bd-aba7-4aa3-9dac-0be6ce8b96f2","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","Private","Efficient","","","","","","09/15/2018","2","2","2","2","0","0","0","0","0","0","39","40","","","43","","","","","","","","","","","54","55","","","","2","","","5","","7","","","10","","","13","","15","16","17","","","4","2","4","4","4","0","3","FF secondary"
"1217","Sep 15, 2018 2:30:13 pm","Sep 15, 2018 2:34:20 pm","Complete","","","English","","","1537047012_5b9d79e4e97324.09653877","","","","62.0","1","google-2018","0","69593eab-99a5-4eab-bf03-f2068830d2e8","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","","Secure","Private","Efficient","Socially responsible","","","","","09/15/2018","0","1","2","0","0","0","0","0","0","0","39","40","","42","","","45","46","47","","","50","51","","53","","","56","","1","2","3","4","5","","7","","","10","","12","","","15","16","17","","","4","4","4","4","4","1","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1218","Sep 15, 2018 2:32:33 pm","Sep 15, 2018 2:32:49 pm","Partial","","","English","","","1537047153_5b9d7a71374a75.61756585","","","","62.0","1","ddg","0","78ac6108-bb9c-4bdd-88f9-9b7853f0dae2","","","","","","","","","","","","","","","","","","","","","","","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1219","Sep 15, 2018 2:32:20 pm","Sep 15, 2018 2:47:55 pm","Complete","","","English","","","1537047140_5b9d7a64526125.47827912","","","","62.0","1","google-2018","1","2925470c-a94e-4ae9-849b-c69dfe78eec1","","","","","Customizable","","Opensource","Friendly","Fast","","Stable","","","","","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","3","2","2","1","3","0","0","0","0","0","39","","","","43","","","46","47","","","","51","","","54","","56","","","2","","","","","7","","9","","","12","","","15","","17","","","4","4","4","4","4","2","17","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1220","Sep 15, 2018 2:41:10 pm","Sep 15, 2018 2:42:12 pm","Partial","","","English","","","1537047670_5b9d7c765274e4.01765327","","","","62.0","0","google-2018","0","49f97488-ec33-4df3-9a1d-5c5230d5de1f","","","","","","","Opensource","Friendly","","","Stable","","","","","","Secure","","","","","","","","09/15/2018","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1221","Sep 15, 2018 2:40:46 pm","Sep 15, 2018 2:46:15 pm","Complete","","","English","","","1537047646_5b9d7c5e185672.37506199","","","","62.0","0","google-2018","1","c52116c4-eb4c-4ced-9531-519ff170ded2","","","","","","","","Friendly","Fast","","Stable","","","","","","Secure","","Efficient","","Good reputation","","","","09/15/2018","1","0","2","1","0","0","1","2","1","0","","40","","","","","","","","","","50","","","","","","","","1","","","4","5","","7","","","","","12","13","","15","","","","","0","3","0","4","4","0","0","FF only"
"1222","Sep 15, 2018 2:44:21 pm","Sep 15, 2018 2:51:26 pm","Complete","","","English","","","1537047861_5b9d7d3563e434.68226010","","","","62.0","1","google-2018","0","410d13be-c278-46a9-a3c7-eb43300a4340","","","Independent","","","","","Friendly","Fast","","Stable","","","Easy to find","","","Secure","Private","","","Good reputation","","","Distinctive","09/15/2018","1","0","1","1","2","0","0","0","0","0","39","40","","","43","","","","","","","","51","","","","","","","","2","3","","5","6","","","","10","","","13","","15","16","17","","","0","3","0","1","4","0","2","FF only"
"1223","Sep 15, 2018 2:46:19 pm","Sep 15, 2018 2:46:57 pm","Partial","","","English","","","1537047979_5b9d7dababfac6.57332762","","","","61.0.2","1","google-2018","0","350973fc-9397-4356-a764-346f5cb25595","","","Independent","Recommended","Customizable","Different","Opensource","Friendly","Fast","Popular","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","Distinctive","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","Sep 15, 2018 2:52:06 pm","Sep 15, 2018 2:55:45 pm","Complete","","","English","","","1537048326_5b9d7f06d023f2.00128295","","","","62.0","1","google-2018","0","fd1fdc43-5d8d-0047-8ffa-febc7a259c3f","","","","","Customizable","","","","","","Stable","","","","Simple","Full of features","","","Efficient","","","","","","09/15/2018","3","3","0","2","2","0","0","0","1","0","","","","","","","","","47","","","","","","","","55","","","","","","","5","6","","","","","","","","","","16","","","","3","3","0","4","4","4","1","FF only"
"1225","Sep 15, 2018 2:52:09 pm","Sep 15, 2018 2:57:09 pm","Complete","","","English","","","1537048329_5b9d7f09c37430.21640252","","","","61.0.2","1","google-2018","0","01939d5d-ab8f-4fa9-b7d5-3d706ef2625b","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","","","Private","","","","","","","09/15/2018","3","2","3","2","1","0","0","0","0","0","39","40","","","43","","45","46","","","49","","51","","","","55","","","","2","3","4","5","","","","","","11","12","13","14","15","16","17","","","4","3","2","4","4","3","2","FF only"
"1226","Sep 15, 2018 2:52:57 pm","Sep 15, 2018 2:57:04 pm","Complete","","","English","","","1537048377_5b9d7f392a9165.12420533","","","","62.0","1","ddg","1","a3f1821e-ba96-4f7d-a103-251e4c7d9dc8","","","","","Customizable","Different","","","Fast","","Stable","","","","","","Secure","","Efficient","Socially responsible","Good reputation","","","","09/15/2018","2","1","1","3","0","0","0","0","0","1","39","","","","","44","","","","","","","","","","","55","56","","","2","","","5","","7","","","","","","","","","16","","","","3","2","2","4","4","3","8","FF secondary"
"1227","Sep 15, 2018 3:00:40 pm","Sep 15, 2018 3:30:01 pm","Complete","","","English","","","1537048840_5b9d81087df933.59984922","","","","58.0.2","0","google","0","5b5b3322-b0d1-4fe9-8099-08a0ac1d7183","","","Independent","Recommended","","","Opensource","","Fast","Popular","Stable","","","","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","Distinctive","09/15/2018","","2","","2","2","","","","2","2","","","","","43","44","","","","","","50","","","53","54","","","","1","","","4","5","","7","","","10","","12","13","","15","","","","19","2","2","2","2","2","","","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1228","Sep 15, 2018 3:05:38 pm","Sep 15, 2018 3:09:45 pm","Complete","","","English","","","1537049138_5b9d82321a4448.33313176","","","","62.0","1","google-2018","0","ef3babd8-dd60-4828-bf25-08238e755603","","","","","Customizable","","","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","","Good reputation","","","","09/15/2018","2","1","2","1","1","0","1","0","1","0","39","40","","","43","","","","","","","50","","","","54","55","","","","2","3","","5","","7","","","","","","13","","","16","17","","","0","2","2","4","3","0","2","FF only"
"1229","Sep 15, 2018 3:06:01 pm","Sep 15, 2018 3:06:38 pm","Partial","","","English","","","1537049161_5b9d8249aa6ee4.39898635","","","","61.0.1","0","google","0","97e58e3e-ada3-4328-94f7-65e750a36516","","","","","Customizable","","","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","Private","","","","","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","Sep 15, 2018 3:08:11 pm","Sep 15, 2018 3:57:05 pm","Complete","","","English","","","1537049291_5b9d82cb152df2.80201383","","","","62.0","0","google-2018","0","d0ee8f79-1ec9-4e5f-9ec1-5dd57f9bcc8d","","","Independent","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","","","Secure","Private","Efficient","","","On my side","","Distinctive","09/15/2018","1","1","1","0","0","1","1","1","0","0","","40","","","","","","","","","","","","","","","","","","","2","","4","5","","","8","","","11","","13","","15","16","","","","0","4","0","4","4","4","24","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1231","Sep 15, 2018 3:14:48 pm","Sep 15, 2018 3:21:51 pm","Complete","","","English","","","1537049688_5b9d84582ea373.74071234","","","","60.0.1","1","yahoo","0","31df2f17-f838-472c-a77c-1f6957a2b01f","","","Independent","","","","","","","","Stable","","","","Simple","","","","Efficient","Socially responsible","","","Been using for years","","09/15/2018","2","0","1","1","1","0","0","0","0","0","39","","","","","","","","47","","","","","","","","","","","","2","","4","5","","7","","","","","","","","","16","","","","0","3","4","4","4","0","2","FF only"
"1232","Sep 15, 2018 3:20:36 pm","Sep 15, 2018 3:26:49 pm","Complete","","","English","","","1537050036_5b9d85b40360c7.38626118","","","","62.0","0","bing","0","312107ff-1693-41c9-a0da-174d0c49770a","","","","","","","","","","","Stable","","","","Simple","","Secure","Private","Efficient","","Good reputation","","","","09/15/2018","1","1","2","2","0","0","1","2","1","1","39","40","","","43","44","","46","","","","","","","","54","55","","","1","2","3","4","5","6","","","","","","","13","14","15","16","17","","","2","2","3","4","4","12","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1233","Sep 15, 2018 3:29:15 pm","Sep 15, 2018 3:35:32 pm","Complete","","","English","","","1537050555_5b9d87bb4b04c2.38981871","","","","62.0","1","google-2018","0","df5a0266-f7ab-4b50-a266-f3552b040631","","","","","","","","","Fast","","","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","","On my side","","","09/15/2018","0","0","1","0","2","0","2","1","2","1","39","","","","43","","45","","47","","49","","","","53","54","55","56","","","2","","","5","","7","","","","","12","","","","16","17","","","2","4","3","4","4","0","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1234","Sep 15, 2018 3:34:28 pm","Sep 15, 2018 3:34:36 pm","Partial","","","English","","","1537050868_5b9d88f438c2e1.05218564","","","","62.0","0","google-2018","0","f8e8dbda-7427-4e21-a0c0-c0a037f5398d","","","","","","","","","","","","","","","","","","","","","","","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1235","Sep 15, 2018 3:35:49 pm","Sep 15, 2018 3:39:41 pm","Complete","","","English","","","1537050948_5b9d8944e0b8d9.12484712","","","","62.0","0","google-2018","0","165e2b22-83f1-429e-87e6-738214048d3a","","","","","Customizable","Different","Opensource","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","","On my side","","Distinctive","09/15/2018","0","0","0","0","0","0","0","0","0","0","","","","42","","","","46","47","","","","","","53","","","56","","","2","","","","","","","","","","","","","15","","","","","0","2","0","4","4","1","20","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1236","Sep 15, 2018 9:23:19 am","Sep 15, 2018 3:41:38 pm","Complete","","","English","","","1537028599_5b9d31f75b0d68.39433128","","","","62.0","1","google-2018","1","1807eab2-6b9b-4843-bcf1-b759d90e84e3","","","","","","","","","Fast","","Stable","","","","","","Secure","Private","","","","","","","09/15/2018","2","2","2","2","0","0","0","0","0","0","39","40","","42","43","","45","","47","","49","50","51","","53","54","55","56","","1","2","3","","5","","7","","","","11","","13","","","16","17","","","4","4","4","4","4",".5","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1237","Sep 15, 2018 3:45:38 pm","Sep 15, 2018 3:52:08 pm","Complete","","","English","","","1537051537_5b9d8b91eaeb02.71200992","","","","62.0","1","null","0","d1d74999-54ff-4919-881e-7b8d07aab9cc","","","Independent","","Customizable","","","Friendly","Fast","Popular","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","1","1","1","1","0","0","0","0","1","0","39","40","","","43","","45","","47","","","","","","","","55","","","","2","","4","5","","7","","","","","","13","","15","","17","","","2","2","1","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1238","Sep 15, 2018 3:49:44 pm","Sep 15, 2018 3:50:45 pm","Partial","","","English","","","1537051784_5b9d8c88c49f73.34938134","","","","62.0","1","google-2018","0","025d767a-063f-43f9-b413-a44196ca6de2","","","","","Customizable","","","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","","Efficient","","Good reputation","","Been using for years","Distinctive","09/15/2018","1","1","1","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","Sep 15, 2018 3:50:58 pm","Sep 15, 2018 3:53:16 pm","Complete","","","English","","","1537051858_5b9d8cd225ad66.77354239","","","","62.0","1","null","1","b7719ec5-a6ea-4610-81b7-556444845129","","","Independent","","Customizable","Different","Opensource","","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","","Efficient","Socially responsible","Good reputation","","Been using for years","Distinctive","09/15/2018","3","2","3","2","2","0","1","0","0","0","","","","42","43","44","45","46","","","49","","","","","","","56","57","1","","","","","","7","8","9","","11","","13","","","16","","","","4","4","0","4","4","9","9","FF secondary"
"1240","Sep 15, 2018 3:50:33 pm","Sep 15, 2018 3:55:54 pm","Complete","","","English","","","1537051833_5b9d8cb9393412.63065331","","","","62.0","0","google-2018","1","a6b80532-73e7-451f-b952-0278dc80a3ca","","","","","","","","","","","","","","","","Full of features","Secure","","Efficient","Socially responsible","","","","","09/15/2018","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","51","","","","","","","","","","","","6","7","","","","","","","","15","16","","","","2","3","2","3","3","0","1","FF secondary"
"1241","Sep 15, 2018 4:03:02 pm","Sep 15, 2018 4:09:27 pm","Complete","","","English","","","1537052582_5b9d8fa6777b45.52325193","","","","62.0","0","google-2018","0","98802518-5ac3-b140-b6b6-67bfa26ac55b","","","Independent","","","","","","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","","Socially responsible","Good reputation","On my side","Been using for years","","09/15/2018","3","2","3","2","","0","0","0","0","2","","","","","43","","45","46","47","","","","","","","","","56","","","2","3","","5","","","","","10","","12","13","","15","","17","","","3","4","4","4","4","2","6","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1242","Sep 15, 2018 4:06:07 pm","Sep 15, 2018 4:12:35 pm","Complete","","","English","","","1537052767_5b9d905fb691f4.52937284","","","","62.0","1","google-2018","1","846d8029-d342-4a21-a104-86020b21a550","","","Independent","","","","","Friendly","","","","","","","","Full of features","Secure","Private","Efficient","","","","Been using for years","","09/15/2018","3","3","3","3","3","0","0","0","0","0","","","","42","","","","","","","","","51","","","","","","","","2","","","5","","7","","","","","","","","15","16","","","","4","4","4","4","4","5","2","FF only"
"1243","Sep 15, 2018 4:10:31 pm","Sep 15, 2018 4:14:13 pm","Complete","","","English","","","1537053031_5b9d916799cfa4.74793697","","","","62.0","1","google-2018","1","c99a2721-1b79-4e07-9640-a332731f3b6f","","","","","Customizable","","","","Fast","","","","","","Simple","","Secure","","Efficient","","","On my side","","","09/15/2018","1","1","0","0","0","2","2","3","2","3","39","","","42","43","44","","46","47","","49","","51","","53","","","56","","","2","","4","5","","7","","","","","","13","","15","","17","","","4","4","4","4","4","1","6","FF secondary"
"1244","Sep 15, 2018 4:16:41 pm","Sep 15, 2018 4:19:19 pm","Complete","","","English","","","1537053401_5b9d92d9d491f3.31148843","","","","62.0","1","google","1","3f457265-e2f2-4d70-800e-f8881227e618","","","Independent","","Customizable","","Opensource","","Fast","","Stable","","","","","Full of features","","Private","Efficient","Socially responsible","","On my side","","","09/15/2018","","1","","2","0","","1","","","0","39","40","","","43","","","","47","","","","","","","54","","56","","","2","3","4","5","","","","","","","","","","","16","17","","","4","2","4","4","4","3","2","FF only"
"1245","Sep 15, 2018 4:20:16 pm","Sep 15, 2018 4:21:41 pm","Partial","","","English","","","1537053616_5b9d93b02935c4.38151930","","","","62.0","1","null","0","eaeff23e-a632-4641-8862-2de884bd0263","","","Independent","","Customizable","Different","","Friendly","Fast","","Stable","","","","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/15/2018","3","3","3","3","2","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1246","Sep 15, 2018 4:21:33 pm","Sep 15, 2018 4:26:02 pm","Complete","","","English","","","1537053693_5b9d93fda2a635.25286178","","","","62.0","0","google-2018","0","3902e50b-2ec7-41be-b61c-739682009721","","","Independent","","Customizable","Different","Opensource","Friendly","Fast","Popular","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/15/2018","2","3","2","2","0","1","1","0","0","0","39","","","","43","","","46","47","","","","51","","53","","55","","","","2","3","4","5","6","","","","","","12","13","","15","16","17","","","4","4","4","4","4","3","1","FF secondary"
"1247","Sep 15, 2018 4:25:22 pm","Sep 15, 2018 4:30:56 pm","Complete","","","English","","","1537053922_5b9d94e2a9d089.89880993","","","","62.0","1","google-2018","0","fa42d7a6-2ad1-4be5-a6b3-fdf2308ce427","","","","","","","","","Fast","","Stable","","","","Simple","","Secure","","","","Good reputation","","","","09/15/2018","2","2","1","2","2","0","0","0","1","0","39","40","","42","43","","","","","","","","","","","","","","","","2","","","5","","","","","","","","","","","16","17","","","2","1","1","3","3","3","1","FF secondary"
"1248","Sep 15, 2018 4:26:06 pm","Sep 15, 2018 4:26:54 pm","Partial","","","English","","","1537053966_5b9d950e5fc989.46909493","","","","62.0","1","google-2018","0","23de21bc-77c2-46a8-9bae-dca190b9d220","","","","","","","","","Fast","","Stable","","","","","","Secure","","","","","","","","09/15/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1249","Sep 15, 2018 4:34:30 pm","Sep 15, 2018 4:39:43 pm","Complete","","","English","","","1537054470_5b9d9706aa9b75.22254791","","","","62.0","0","google-2018","0","f968abba-43ac-924d-988d-b0dec9eb69d7","","","","","Customizable","","","","Fast","","Stable","","","","","Full of features","","","Efficient","","","","","","09/15/2018","1","0","2","0","0","1","1","2","2","1","39","","","","43","","","","47","","","","","","","","55","","","","2","3","4","5","","7","","","10","","12","13","","15","16","17","","","0","2","4","4","3","4","24","FF secondary"
